UserID	Country	Language	Gender	RegDate	AgeRDATE	Fstcad	Fstpd	Pcsumstk	Pcsumwin	Pcsumbet	Pcfstdate	Pclstdate	Pcsumday	Pcintday	Pcnet	Pcab	Pcdayspc	TOPsmstk	TOPpcnet
1325158	724	4	1	2/1/2005	26	8/22/2005	2/1/2005	99655.5	97352	4904	8/22/2005	2/26/2007	36	554	2303.5	20.3212683523654	6.49819494584837	0	0
1325159	792	7	1	2/1/2005	21	2/11/2005	2/7/2005	123	107	123	2/11/2005	5/9/2005	6	88	16	1	6.81818181818182	0	0
1325161	40	2	0	2/1/2005	35	2/14/2005	2/1/2005	6725.5	6697.5	178	2/14/2005	8/31/2006	71	564	28	37.7837078651685	12.5886524822695	0	0
1325165	724	4	1	2/1/2005	23	2/2/2005	2/1/2005	28441.64	24924.39	9015	2/2/2005	2/7/2007	46	736	3517.25	3.15492401552967	6.25	0	0
1325187	616	9	1	2/1/2005	22	6/13/2005	2/4/2005	227.25	216.7138	139	6/13/2005	1/15/2007	9	582	10.5362	1.63489208633094	1.54639175257732	0	0
1325188	250	6	1	2/1/2005	24	12/23/2005	2/1/2005	1612.75	1537.75	60	12/23/2005	9/30/2006	11	282	75	26.8791666666667	3.90070921985816	0	0
1325189	724	4	1	2/1/2005	69	2/19/2005	2/1/2005	12448.7485	11691.95	129	2/4/2005	6/26/2005	20	143	756.798500000001	96.5019263565891	13.986013986014	0	0
1325215	208	11	0	2/1/2005	19	9/24/2005	9/24/2005	1419.8	1366.32	1216	9/24/2005	7/7/2006	19	287	53.4799999999998	1.16759868421053	6.62020905923345	0	0
1325237	40	2	1	2/1/2005	63	7/12/2005	7/11/2005	1755.5	1662	650	7/12/2005	12/31/2006	16	538	93.5	2.70076923076923	2.97397769516729	0	0
1325301	792	7	1	2/1/2005	18	2/25/2005	2/2/2005	25.25	17.75	31	2/25/2005	3/13/2005	4	17	7.5	.814516129032258	23.5294117647059	0	0
1325313	276	2	1	2/1/2005	42	2/9/2005	2/9/2005	31489	29891.5	2360	2/9/2005	1/25/2006	13	351	1597.5	13.3427966101695	3.7037037037037	0	0
1325318	208	11	1	2/1/2005	30	2/1/2005	2/1/2005	21933.75	21177.25	1360	2/1/2005	12/12/2006	28	680	756.5	16.1277573529412	4.11764705882353	0	0
1325337	40	2	0	2/1/2005	40	2/1/2005	2/1/2005	7439	7180	857	2/1/2005	2/24/2007	75	754	259	8.68028004667445	9.94694960212202	0	0
1325353	208	11	1	2/1/2005	21	2/2/2005	2/1/2005	478.76	445.5	25	2/2/2005	8/1/2005	6	181	33.26	19.1504	3.31491712707182	0	0
1325367	792	7	1	2/1/2005	39	2/1/2005	2/1/2005	13022.2	12257.28	74424	2/1/2005	10/22/2006	50	629	764.919999999996	.174973126948296	7.94912559618442	0	0
1325381	208	11	0	2/1/2005	28	2/1/2005	2/1/2005	57848.4164	55589.03	663	2/1/2005	3/24/2006	74	417	2259.38639999998	87.2525134238311	17.7458033573141	0	0
1325386	756	2	1	2/1/2005	29	2/2/2005	2/1/2005	6491.5	6005	536	2/2/2005	4/10/2005	5	68	486.5	12.1110074626866	7.35294117647059	0	0
1325410	756	2	1	2/1/2005	20	9/19/2006	3/25/2005	3095.5	2639.5	505	9/19/2006	10/31/2006	10	43	456	6.12970297029703	23.2558139534884	0	0
1325433	300	8	0	2/1/2005	53	2/1/2005	2/1/2005	13731.81	14003.6	1755	2/1/2005	2/10/2005	4	10	-271.790000000001	7.82439316239316	40	0	0
1325444	756	3	1	2/1/2005	39	11/25/2005	2/1/2005	2922	2622	435	11/25/2005	2/4/2007	6	437	300	6.71724137931034	1.37299771167048	0	0
1325453	276	2	1	2/1/2005	26	8/26/2005	2/1/2005	4378.5	4133.94	70	8/26/2005	2/12/2007	17	536	244.56	62.55	3.17164179104478	0	0
1325465	208	11	1	2/1/2005	22	2/7/2005	2/4/2005	32078.23	31488.57	887	2/7/2005	2/25/2005	8	19	589.66	36.1648590755355	42.1052631578947	0	0
1325492	40	2	1	2/1/2005	49	2/1/2005	2/1/2005	43533.8848	38956.6297	1397	2/1/2005	7/6/2006	68	521	4577.2551	31.1624085898354	13.0518234165067	0	1
1325527	300	8	0	2/1/2005	32	2/4/2005	2/4/2005	1671.25	1419.25	392	2/4/2005	3/24/2005	5	49	252	4.26339285714286	10.2040816326531	0	0
1325590	724	4	1	2/1/2005	30	9/9/2005	9/9/2005	261773.19	252995.19	475	9/9/2005	1/30/2007	63	509	8778	551.101452631579	12.37721021611	1	1
1325633	276	2	1	2/1/2005	62	8/4/2006	2/1/2005	1040.87	1142.94	2003	8/4/2006	9/4/2006	9	32	-102.07	.519655516724913	28.125	0	0
1325647	208	11	1	2/1/2005	18	2/1/2005	2/1/2005	496.5	202	76	2/1/2005	5/10/2006	4	464	294.5	6.53289473684211	.862068965517241	0	0
1325655	724	4	1	2/1/2005	19	3/5/2005	2/17/2005	2017	1845.9	199	3/5/2005	12/23/2005	6	294	171.1	10.1356783919598	2.04081632653061	0	0
1325664	40	2	1	2/1/2005	28	2/1/2005	2/1/2005	990.0529	790.26	79	2/1/2005	4/14/2005	22	73	199.7929	12.5323151898734	30.1369863013699	0	0
1325671	724	4	1	2/1/2005	34	2/1/2005	2/1/2005	8125.75	7798.75	245	2/1/2005	4/27/2006	4	451	327	33.1663265306122	.886917960088692	0	0
1325682	300	8	1	2/1/2005	33	2/2/2005	2/1/2005	1217027	1205636.5	22596	2/2/2005	4/15/2006	82	438	11390.5	53.8602850061958	18.7214611872146	1	1
1325725	792	7	1	2/1/2005	24	6/17/2006	2/2/2005	4052.53	3934.03	3354	6/17/2006	12/2/2006	23	169	118.5	1.20826774001193	13.6094674556213	0	0
1325740	276	2	1	2/1/2005	38	2/15/2005	2/4/2005	24619.98	23399.98	1560	2/15/2005	8/18/2006	49	550	1220	15.7820384615385	8.90909090909091	0	0
1325743	442	2	1	2/1/2005	35	2/2/2005	2/1/2005	49881.25	49227.75	6369	2/2/2005	6/24/2006	23	508	653.5	7.83188098602606	4.52755905511811	0	0
1325755	276	2	1	2/1/2005	25	10/21/2005	2/1/2005	115	95.5	84	10/21/2005	11/13/2005	4	24	19.5	1.36904761904762	16.6666666666667	0	0
1325773	300	8	1	2/1/2005	39	2/9/2005	2/1/2005	1268	1259.5	646	2/9/2005	5/4/2005	17	85	8.5	1.96284829721362	20	0	0
1325806	40	2	1	2/1/2005	23	2/10/2006	2/10/2006	4876	4729.5	1465	2/10/2006	10/28/2006	9	261	146.5	3.32832764505119	3.44827586206897	0	0
1325812	40	2	1	2/1/2005	18	2/6/2005	2/4/2005	515.04	510.5	463	2/6/2005	12/10/2006	9	673	4.53999999999996	1.11239740820734	1.33729569093611	0	0
1325816	208	11	1	2/1/2005	19	9/15/2005	9/13/2005	328.25	322.25	110	9/15/2005	12/27/2005	6	104	6	2.98409090909091	5.76923076923077	0	0
1325824	756	7	1	2/1/2005	35	2/1/2005	2/1/2005	62995.25	60219.25	14337	2/1/2005	6/12/2005	39	132	2776	4.39389342261282	29.5454545454545	0	0
1325834	208	11	1	2/1/2005	30	2/15/2005	2/1/2005	18290	17845.5	178	2/15/2005	9/23/2005	25	221	444.5	102.752808988764	11.3122171945701	0	0
1325854	40	2	1	2/1/2005	28	2/1/2005	2/1/2005	18454.61	17088.61	13845	2/1/2005	11/20/2006	105	658	1366	1.33294402311304	15.9574468085106	0	0
1325867	300	8	1	2/1/2005	25	2/4/2005	2/1/2005	1093.5	947	421	2/4/2005	10/28/2005	6	267	146.5	2.59738717339667	2.24719101123596	0	0
1325881	300	8	1	2/1/2005	31	2/27/2006	2/2/2005	5377.6	4276.85	4351	2/27/2006	10/19/2006	6	235	1100.75	1.2359457595955	2.5531914893617	0	0
1325899	250	6	1	2/1/2005	18	2/19/2005	2/19/2005	3902.2996	3523.3	70	2/19/2005	3/13/2005	14	23	378.9996	55.7471371428571	60.8695652173913	0	0
1325920	40	2	1	2/1/2005	33	9/3/2006	9/3/2006	633	624	867	9/3/2006	11/5/2006	6	64	9	.730103806228374	9.375	0	0
1325944	208	11	1	2/1/2005	31	2/21/2005	2/21/2005	1013.51	877.57	276	2/21/2005	3/20/2006	6	393	135.94	3.67213768115942	1.52671755725191	0	0
1326008	40	2	1	2/1/2005	36	2/13/2005	2/1/2005	13310	13053.5	159	2/13/2005	1/11/2006	17	333	256.5	83.7106918238994	5.10510510510511	0	0
1326037	380	3	1	2/1/2005	48	2/26/2005	2/26/2005	20154.43	19427.93	226	2/26/2005	2/9/2006	39	349	726.5	89.1788938053097	11.1747851002865	0	0
1326044	276	2	1	2/1/2005	29	2/8/2005	2/4/2005	729	630	327	2/8/2005	3/3/2005	4	24	99	2.22935779816514	16.6666666666667	0	0
1326047	300	8	1	2/1/2005	19	6/22/2006	6/20/2006	282	205	163	6/22/2006	1/31/2007	9	224	77	1.73006134969325	4.01785714285714	0	0
1326069	276	2	1	2/1/2005	35	2/5/2005	2/5/2005	7892.5	7399	230	2/5/2005	3/15/2006	42	404	493.5	34.3152173913044	10.3960396039604	0	0
1326085	756	2	1	2/1/2005	23	2/18/2005	2/1/2005	1103	1042.25	1321	2/18/2005	2/28/2007	22	741	60.75	.834973504920515	2.96896086369771	0	0
1326124	616	9	1	2/1/2005	31	2/12/2005	2/11/2005	392.5	336	299	2/12/2005	8/3/2006	12	538	56.5	1.31270903010033	2.23048327137546	0	0
1326138	56	6	1	2/1/2005	30	2/6/2005	2/2/2005	342.5	232.5	62	2/6/2005	11/1/2006	6	634	110	5.5241935483871	.946372239747634	0	0
1326202	276	2	1	2/1/2005	40	2/1/2005	2/1/2005	1331	1242	260	2/1/2005	10/19/2006	6	626	89	5.11923076923077	.958466453674121	0	0
1326214	276	2	1	2/1/2005	29	11/12/2005	2/7/2005	28087.08	28750.09	109	11/12/2005	10/30/2006	41	353	-663.009999999998	257.679633027523	11.614730878187	0	0
1326222	724	4	1	2/1/2005	19	11/14/2005	10/6/2005	77.5	52	33	11/14/2005	11/18/2005	4	5	25.5	2.34848484848485	80	0	0
1326224	616	9	1	2/1/2005	28	2/1/2005	2/1/2005	10988.5173	11184.325	69	2/1/2005	5/14/2005	22	103	-195.807700000001	159.253873913043	21.3592233009709	0	0
1326250	276	2	1	2/1/2005	26	8/21/2005	2/4/2005	113843.9	110214.11	73925	8/21/2005	12/15/2006	178	482	3629.79000000001	1.53999188366588	36.9294605809129	0	0
1326277	724	4	1	2/1/2005	22	6/1/2006	5/30/2006	60511.25	56987.67	693	6/1/2006	2/27/2007	103	272	3523.57999999999	87.3178210678211	37.8676470588235	0	0
1326296	380	3	1	2/1/2005	29	2/2/2005	2/2/2005	2109.71	2080.71	9545	2/2/2005	2/19/2005	12	18	29	.22102776322682	66.6666666666667	0	0
1326298	276	2	1	2/1/2005	28	8/1/2006	2/1/2005	44277.8494	42653.35	348	8/1/2006	12/27/2006	45	149	1624.4994	127.235199425287	30.2013422818792	0	0
1326307	724	12	1	2/1/2005	30	2/26/2005	2/4/2005	1051367.5	1043516	1578	2/26/2005	2/24/2007	212	729	7851.5	666.265842839037	29.0809327846365	1	1
1326311	208	11	1	2/1/2005	29	2/1/2005	2/1/2005	44195.588	41705.64	1494	2/1/2005	10/12/2006	130	619	2489.94800000001	29.5820535475234	21.0016155088853	0	0
1326316	276	2	1	2/1/2005	23	1/20/2007	2/2/2005	34985.5	33891.5	623	1/20/2007	2/2/2007	7	14	1094	56.1565008025682	50	0	0
1326325	250	6	1	2/1/2005	26	3/6/2005	2/1/2005	2141.75	2082	555	3/6/2005	10/10/2006	7	584	59.75	3.85900900900901	1.1986301369863	0	0
1326369	752	5	1	2/1/2005	23	2/2/2005	2/1/2005	2134.2777	2259.05	62	2/2/2005	12/18/2005	16	320	-124.7723	34.4238338709677	5	0	0
1326389	620	16	1	2/1/2005	28	12/6/2005	2/27/2006	3281.25	3102.25	1008	2/27/2006	3/4/2006	5	6	179	3.25520833333333	83.3333333333333	0	0
1326400	250	6	1	2/1/2005	28	11/2/2006	2/2/2005	1467.25	1751.25	931	11/2/2006	1/29/2007	4	89	-284	1.57599355531686	4.49438202247191	0	0
1326414	276	2	1	2/2/2005	24	2/2/2005	2/2/2005	1013	1005	972	2/2/2005	2/22/2006	14	386	8	1.04218106995885	3.62694300518135	0	0
1326432	250	6	1	2/2/2005	23	11/30/2005	2/3/2005	43	42.5	5	3/1/2005	11/30/2005	4	275	.5	8.6	1.45454545454545	0	0
1326511	40	2	1	2/2/2005	20	2/7/2005	2/6/2005	17692.3	16452.9	18733	2/7/2005	1/1/2006	34	329	1239.4	.944445630705173	10.3343465045593	0	0
1326533	250	6	1	2/2/2005	21	2/2/2005	2/2/2005	698.4999	504.3101	28	2/2/2005	2/26/2005	12	25	194.1898	24.946425	48	0	0
1326542	705	18	1	2/2/2005	34	2/26/2005	2/19/2005	297	207.5	43	2/26/2005	10/14/2005	5	231	89.5	6.90697674418605	2.16450216450216	0	0
1326548	300	8	1	2/2/2005	29	12/26/2005	2/2/2005	351371.95	343521.08	46589	12/26/2005	11/23/2006	80	333	7850.86999999976	7.54195088969499	24.024024024024	1	1
1326552	300	8	1	2/2/2005	30	2/10/2005	2/2/2005	2190	2110	1556	2/10/2005	9/28/2006	8	596	80	1.40745501285347	1.34228187919463	0	0
1326575	250	6	1	2/2/2005	40	6/10/2006	2/2/2005	8798.21	7917.04	24144	6/10/2006	2/22/2007	35	258	881.170000000001	.364405649436713	13.5658914728682	0	0
1326592	40	2	1	2/2/2005	27	8/25/2005	2/4/2005	6672.22	6245.22	245	8/25/2005	1/11/2007	12	505	426.999999999999	27.2335510204082	2.37623762376238	0	0
1326597	208	11	1	2/2/2005	19	2/6/2005	2/2/2005	435	345	90	2/6/2005	7/26/2006	5	536	90	4.83333333333333	.932835820895522	0	0
1326612	276	2	1	2/2/2005	42	8/1/2006	2/5/2005	239.72	170.77	2203	8/1/2006	10/14/2006	4	75	68.95	.108815251929187	5.33333333333333	0	0
1326629	40	2	1	2/2/2005	24	2/10/2005	2/10/2005	306	304	27	2/10/2005	11/13/2005	9	277	2	11.3333333333333	3.24909747292419	0	0
1326656	756	2	1	2/2/2005	19	5/11/2006	5/11/2006	99842.37	97345.37	14965	5/11/2006	2/19/2007	60	285	2497	6.6717253591714	21.0526315789474	0	0
1326731	792	7	1	2/2/2005	26	3/23/2005	2/2/2005	42577.44	40295.9869	80620	3/23/2005	7/6/2006	134	471	2281.45310000001	.528125031009675	28.4501061571125	0	0
1326749	724	1	1	2/2/2005	23	2/15/2005	2/2/2005	3928	3767.5	785	2/15/2005	2/28/2005	4	14	160.5	5.00382165605096	28.5714285714286	0	0
1326762	380	1	1	2/2/2005	37	2/2/2005	2/2/2005	6089	5812.25	1748	2/2/2005	4/13/2005	7	71	276.75	3.48340961098398	9.85915492957746	0	0
1326773	300	8	1	2/2/2005	25	2/2/2005	2/2/2005	370	379	313	2/2/2005	5/6/2005	4	94	-9	1.18210862619808	4.25531914893617	0	0
1326780	40	2	1	2/2/2005	22	2/28/2005	2/4/2005	2602.45	2361.49	2717	2/28/2005	6/22/2006	28	480	240.96	.957839528892161	5.83333333333333	0	0
1326806	380	3	1	2/2/2005	28	2/3/2005	2/2/2005	93013.5	90876.5	12741	2/3/2005	3/17/2005	14	43	2137	7.30032964445491	32.5581395348837	0	0
1326838	300	8	1	2/2/2005	27	2/16/2005	2/2/2005	2281.5	1716.5	190	2/16/2005	3/15/2006	5	393	565	12.0078947368421	1.27226463104326	0	0
1326844	724	4	1	2/2/2005	31	8/30/2006	2/8/2005	23966	22801	4247	8/30/2006	2/28/2007	27	183	1165	5.64304214739816	14.7540983606557	0	0
1326861	300	8	1	2/2/2005	30	2/7/2005	2/4/2005	4289.2	4092.6	2348	2/7/2005	2/10/2005	4	4	196.600000000001	1.8267461669506	100	0	0
1326872	710	1	1	2/2/2005	50	2/2/2005	2/2/2005	2096	1636.5	119	2/2/2005	4/15/2005	7	73	459.5	17.6134453781513	9.58904109589041	0	0
1326915	276	2	1	2/2/2005	21	6/26/2005	6/16/2005	3127.75	3037.75	1448	6/26/2005	7/16/2005	6	21	90	2.16004834254144	28.5714285714286	0	0
1326917	250	6	1	2/2/2005	25	9/12/2005	9/12/2005	1217	1341	179	9/12/2005	9/7/2006	9	361	-124	6.79888268156425	2.49307479224377	0	0
1326921	616	9	0	2/2/2005	24	2/26/2005	2/17/2005	17.25	9.25	24	2/26/2005	8/16/2005	4	172	8	.71875	2.32558139534884	0	0
1326931	724	4	1	2/2/2005	21	3/12/2005	2/5/2005	307.5	271.5	25	3/12/2005	4/28/2005	7	48	36	12.3	14.5833333333333	0	0
1326932	752	1	1	2/2/2005	57	2/5/2005	2/2/2005	3613.5	3549	1113	2/5/2005	3/18/2005	19	42	64.5	3.2466307277628	45.2380952380952	0	0
1326959	724	4	1	2/2/2005	21	2/15/2005	2/2/2005	9413	9252.5	149	2/15/2005	11/25/2006	37	649	160.5	63.1744966442953	5.70107858243451	0	0
1326986	792	7	0	2/2/2005	44	2/19/2005	2/2/2005	6833.95	6189.98	9738	2/19/2005	2/28/2005	7	10	643.97	.70178168001643	70	0	0
1327001	208	11	1	2/2/2005	23	3/4/2005	2/2/2005	233.5	198.75	356	3/4/2005	5/22/2005	5	80	34.75	.655898876404494	6.25	0	0
1327005	191	1	1	2/2/2005	31	2/2/2005	2/2/2005	571.8	516.9	901	2/2/2005	7/7/2005	5	156	54.9	.634628190899001	3.2051282051282	0	0
1327009	756	2	1	2/2/2005	29	7/11/2005	2/4/2005	583.5	548.5	53	7/5/2005	8/19/2006	26	411	35	11.0094339622642	6.32603406326034	0	0
1327015	348	14	1	2/2/2005	29	7/24/2005	2/10/2005	2430	2355	75	7/24/2005	10/25/2006	19	459	75	32.4	4.13943355119826	0	0
1327019	208	1	1	2/2/2005	19	8/8/2005	2/9/2005	674.5	645.5	16	8/8/2005	8/21/2006	7	379	29	42.15625	1.84696569920844	0	0
1327027	276	2	1	2/2/2005	19	2/4/2005	2/4/2005	34321.46	33583.87	3199	2/4/2005	10/5/2006	20	609	737.590000000004	10.7288090028134	3.28407224958949	0	0
1327038	208	11	1	2/2/2005	18	8/8/2005	2/10/2005	97	54	31	8/8/2005	11/22/2005	8	107	43	3.12903225806452	7.47663551401869	0	0
1327063	276	2	1	2/2/2005	19	2/4/2005	2/2/2005	146.4491	152.45	16	2/2/2005	1/1/2007	7	699	-6.0009	9.15306875	1.00143061516452	0	0
1327083	616	9	1	2/2/2005	53	2/4/2005	2/4/2005	571.74	505.22	225	2/4/2005	6/16/2006	10	498	66.52	2.54106666666667	2.00803212851406	0	0
1327092	756	6	1	2/2/2005	45	9/29/2005	9/29/2005	84674.94	82598.94	21415	9/29/2005	12/3/2006	61	431	2076	3.95400140088723	14.15313225058	0	0
1327104	276	2	0	2/2/2005	25	2/2/2005	2/2/2005	65748.52	63592.2403	1808	2/2/2005	8/18/2005	80	198	2156.27969999999	36.3653318584071	40.4040404040404	0	0
1327141	300	8	1	2/2/2005	32	2/2/2005	2/2/2005	264108.57	251722.07	10989	2/2/2005	2/28/2007	182	757	12386.5	24.0339039039039	24.0422721268164	1	1
1327176	616	9	1	2/2/2005	28	2/9/2005	2/4/2005	49	22	26	2/6/2005	7/5/2005	10	150	27	1.88461538461538	6.66666666666667	0	0
1327179	40	2	1	2/2/2005	41	3/7/2005	3/2/2005	33832.7398	33275.3	310	3/7/2005	7/24/2005	66	140	557.439799999993	109.137870322581	47.1428571428571	0	0
1327181	276	2	1	2/2/2005	31	2/10/2005	2/4/2005	551.5	479.5	142	2/10/2005	6/15/2005	10	126	72	3.88380281690141	7.93650793650794	0	0
1327214	792	7	1	2/2/2005	33	2/9/2005	2/2/2005	176	155.5	176	2/9/2005	2/15/2005	6	7	20.5	1	85.7142857142857	0	0
1327258	724	4	1	2/2/2005	28	2/14/2005	2/2/2005	7484.55	7320.7	2504	2/14/2005	10/17/2005	13	246	163.85	2.9890375399361	5.28455284552846	0	0
1327307	792	7	1	2/2/2005	29	2/6/2005	2/2/2005	7036	6674	5957	2/6/2005	3/8/2006	30	396	362	1.18113144200101	7.57575757575758	0	0
1327321	300	8	1	2/2/2005	39	11/28/2005	11/28/2005	2383	2108.45	1032	11/28/2005	2/13/2007	13	443	274.55	2.30910852713178	2.93453724604966	0	0
1327370	792	7	1	2/2/2005	38	4/17/2005	4/4/2005	2806.5	2657.75	338	4/17/2005	2/28/2007	26	683	148.75	8.30325443786982	3.80673499267936	0	0
1327378	40	2	1	2/2/2005	52	3/3/2005	2/2/2005	5214.4394	4685.41	438	3/3/2005	8/20/2006	49	536	529.029399999999	11.9051127853881	9.14179104477612	0	0
1327382	756	2	1	2/2/2005	23	5/3/2005	5/3/2005	541	565	60	5/3/2005	2/25/2007	6	664	-24	9.01666666666667	.903614457831325	0	0
1327398	276	2	1	2/2/2005	37	2/2/2005	2/2/2005	8928	8500	3774	2/2/2005	9/8/2006	53	584	428	2.36565977742448	9.07534246575342	0	0
1327411	300	8	1	2/2/2005	29	10/4/2005	9/14/2005	3425.25	3298.25	1703	10/4/2005	12/24/2006	21	447	127	2.01130358191427	4.69798657718121	0	0
1327430	40	2	1	2/2/2005	23	3/1/2006	11/30/2005	26219	25977.5	81	3/1/2006	8/15/2006	4	168	241.5	323.691358024691	2.38095238095238	0	0
1327433	300	8	1	2/2/2005	22	2/2/2005	2/2/2005	4299.03	4042.47	10090	2/2/2005	2/17/2006	23	381	256.56	.426068384539148	6.03674540682415	0	0
